ID,Genero,Años,Estado_civil,Trabajo,Sector,Telefono,Anos_usando_internet_banking,Anos_usando_banca_movil,Banca_movil_userfriendly,Frecuencia_internet_banking_mes,Frecuencia_banca_movil_mes,Frecuencia_pagamentos_tarjeta_mes,Frecuencia_tarjeta_virtual_mes,Frecuencia_saldo_cuenta_mes,TARGET
5,F,50.0,Casado,Servidor publico,Institucion publica,Iphone 6,5.0,4.0,Si,30.0,,1.0,0.0,15.0,Perfil_5
104,,30.0,Soltero,,Institucion publica,VODEFONE SMART 6,10.0,6.0,Si,1.0,7.0,1.0,1.0,31.0,Perfil_2
140,0,24.0,Soltero,,Institucion publica,Iphone 5S,5.0,0.0,Si,,30.0,1.0,1.0,4.0,Perfil_0
29,,50.0,Soltero,Ingeniero de informacion,Sector privado,SAMSUNG S6,5.0,3.0,No,31.0,1.0,0.0,0.0,1.0,Perfil_4
159,M,50.0,Casado,Ingeniero,Desempleados,Iphone ,10.0,5.0,Si,30.0,31.0,0.0,0.0,15.0,Perfil_2
203,F,30.0,Soltero,adquisitivo,Sector privado,Samsung,15.0,3.0,Si,7.0,50.0,1.0,0.0,31.0,Perfil_1
88,F,30.0,Casado,Servidor publico,Institucion publica,Xiaomi mi 5,5.0,3.0,Si,0.0,7.0,1.0,0.0,0.0,Perfil_4
87,F,24.0,Casado,,Desempleados,,5.0,4.0,Si,30.0,7.0,1.0,30.0,4.0,Perfil_2
28,F,24.0,,ArtesaNo,Institucion publica,Samsung,6.0,,Si,1.0,7.0,1.0,1.0,1.0,Perfil_5
207,M,40.0,Soltero,Profesor,Sector privado,Samsung Note 4,5.0,3.0,No,7.0,7.0,1.0,0.0,0.0,Perfil_4
128,F,40.0,Soltero,entrenador,Institucion publica,Samsung,10.0,0.0,No,7.0,7.0,1.0,15.0,31.0,Perfil_3
45,M,30.0,Casado,Servidor publico,Sector privado,Iphone 7,0.0,3.0,Si,31.0,50.0,1.0,15.0,31.0,Perfil_0
65,M,24.0,Casado,Servidor publico,,,5.0,3.0,Si,31.0,7.0,1.0,1.0,15.0,Perfil_3
14,M,50.0,Soltero,Ingeniero,Sector privado,HTC M8,5.0,,Si,,31.0,30.0,15.0,7.0,Perfil_5
250,F,35.0,Casado,Ingeniero de software,Sector privado,Iphone 5S,5.0,4.0,No,31.0,0.0,1.0,0.0,31.0,Perfil_3
178,M,30.0,,entrenador,Institucion publica,Samsung 7+ Edge,,6.0,No,0.0,50.0,15.0,0.0,15.0,Perfil_5
150,M,30.0,Casado,Ingeniero de software,Sector privado,Samsung S6,0.0,3.0,No,50.0,4.0,0.0,0.0,0.0,Perfil_3
56,M,40.0,Casado,,Institucion publica,Samsung,6.0,3.0,Si,31.0,30.0,1.0,0.0,4.0,Perfil_3
23,F,30.0,Soltero,Profesor,Sector privado,Samsung S7+,5.0,6.0,No,0.0,0.0,1.0,15.0,0.0,Perfil_4
188,F,30.0,Casado,Profesor,,Samsung  A6,5.0,7.0,No,0.0,31.0,31.0,0.0,31.0,Perfil_1
107,F,30.0,Casado,Profesor,Institucion publica,Samsung,10.0,3.0,No,,7.0,1.0,15.0,31.0,Perfil_5
45,M,30.0,Casado,Servidor publico,Sector privado,Iphone,5.0,6.0,No,,0.0,15.0,0.0,31.0,Perfil_5
235,F,50.0,Casado,Servidor publico,Sector privado,Iphone  5S,6.0,0.0,No,31.0,0.0,1.0,0.0,,Perfil_5
166,M,30.0,Casado,Profesor,Sector privado,Iphone ,,5.0,Si,1.0,7.0,1.0,15.0,0.0,Perfil_5
161,F,35.0,Soltero,Desempleados,Desempleados,General Mobile,5.0,3.0,No,,0.0,1.0,0.0,0.0,Perfil_5
8,M,35.0,Casado,Ingenieria en computacion,Sector privado,,10.0,0.0,No,,30.0,1.0,0.0,0.0,Perfil_5
119,M,35.0,Casado,AlumNo,Institucion publica,,5.0,4.0,Si,31.0,0.0,0.0,0.0,15.0,Perfil_3
81,M,35.0,Soltero,,Desempleados,Iphone 7,10.0,6.0,Si,0.0,31.0,31.0,0.0,7.0,Perfil_2
235,F,40.0,Casado,Desempleados,Sector privado,LG G3,10.0,3.0,No,1.0,7.0,31.0,0.0,0.0,Perfil_3
112,,30.0,Soltero,,Sector privado,Iphone,5.0,3.0,No,31.0,1.0,1.0,0.0,4.0,Perfil_4
83,F,30.0,Casado,Profesor,Institucion publica,Iphone,6.0,0.0,Si,1.0,50.0,1.0,0.0,30.0,Perfil_2
16,M,30.0,Soltero,Desempleados,Sector privado,Samsung,10.0,7.0,Si,31.0,1.0,1.0,0.0,1.0,Perfil_3
55,M,24.0,Casado,,Institucion publica,Iphone 6,0.0,,Si,7.0,4.0,1.0,0.0,0.0,Perfil_5
114,M,45.0,Casado,Servidor publico,Sector privado,Samsung,10.0,7.0,No,30.0,0.0,0.0,15.0,4.0,Perfil_3
235,M,24.0,Casado,Servidor publico,Institucion publica,Iphone ,5.0,3.0,Si,50.0,7.0,0.0,0.0,31.0,Perfil_2
63,M,40.0,Soltero,Ingeniero,Institucion publica,Samsung J5,5.0,7.0,Si,0.0,0.0,0.0,0.0,35.0,Perfil_4
205,F,45.0,Soltero,Profesor,Desempleados,Samsung,5.0,6.0,Si,31.0,30.0,1.0,0.0,1.0,Perfil_3
197,M,40.0,Casado,Servidor publico,Sector privado,Smartphone,10.0,4.0,No,31.0,50.0,0.0,0.0,0.0,Perfil_5
132,M,35.0,Soltero,Ingeniero electronico,Institucion publica,0,0.0,3.0,Si,31.0,1.0,1.0,0.0,7.0,Perfil_4
156,M,50.0,Soltero,Desempleados,Institucion publica,Iphone,0.0,3.0,No,0.0,31.0,1.0,0.0,0.0,Perfil_4
132,F,24.0,Soltero,Servidor publico,Institucion publica,Iphone 5S,5.0,4.0,Si,31.0,7.0,31.0,0.0,0.0,Perfil_2
11,M,35.0,Casado,Profesor,Sector privado,Samsung Note 4,6.0,3.0,Si,0.0,0.0,1.0,0.0,4.0,Perfil_4
128,F,35.0,Casado,Ingeniero biomedico,Sector privado,Iphone 4S,0.0,6.0,Si,,7.0,1.0,0.0,0.0,Perfil_5
35,F,35.0,Soltero,Servidor publico,Institucion publica,Sony,5.0,3.0,No,30.0,50.0,0.0,0.0,1.0,Perfil_2
43,M,24.0,Casado,Profesor,Sector privado,Iphone 5,5.0,3.0,Si,50.0,4.0,0.0,0.0,0.0,Perfil_3
131,M,35.0,Casado,Profesor,Sector privado,Iphone,0.0,6.0,No,1.0,50.0,1.0,15.0,0.0,Perfil_3
143,M,24.0,Soltero,Ingeniero biomedico,Sector privado,LG G3,10.0,3.0,Si,,7.0,1.0,0.0,1.0,Perfil_5
42,F,40.0,Soltero,ArtesaNo,Institucion publica,Nokia,5.0,4.0,Si,1.0,31.0,0.0,0.0,35.0,Perfil_2
186,M,50.0,Casado,Desempleados,Institucion publica,Samsung,10.0,3.0,Si,31.0,1.0,31.0,0.0,31.0,Perfil_1
206,,24.0,Casado,Profesor,Sector privado,Xiaomi mi 5,0.0,0.0,No,1.0,4.0,1.0,15.0,7.0,Perfil_4
31,F,30.0,Soltero,Ingeniero de informacion,Desempleados,Iphone ,5.0,0.0,No,1.0,30.0,0.0,0.0,7.0,Perfil_4
48,M,45.0,Soltero,Ingenieria en computacion,Sector privado,Samsung Note 2,5.0,6.0,Si,31.0,30.0,15.0,15.0,4.0,Perfil_1
81,M,30.0,Soltero,Profesor,Sector privado,Asus ZenFone Selfie,10.0,3.0,Si,31.0,50.0,0.0,0.0,0.0,Perfil_2
136,M,45.0,Casado,Desempleados,Institucion publica,Iphone ,5.0,5.0,Si,50.0,7.0,1.0,0.0,30.0,Perfil_1
61,F,50.0,Casado,Ingenieria en computacion,Sector privado,Iphone ,15.0,4.0,Si,,31.0,1.0,1.0,4.0,Perfil_5
223,M,50.0,Soltero,Profesor,Sector privado,Iphone ,15.0,7.0,Si,7.0,7.0,31.0,0.0,0.0,Perfil_3
210,F,45.0,Soltero,Servidor publico,Institucion publica,Samsung Note 4,5.0,6.0,No,50.0,7.0,31.0,0.0,31.0,Perfil_2
240,M,30.0,Casado,Profesor,Institucion publica,LG,10.0,3.0,Si,,7.0,15.0,0.0,0.0,Perfil_5
117,M,30.0,Soltero,Ingenieria en computacion,Institucion publica,Samsung Note 3,0.0,4.0,Si,4.0,7.0,1.0,15.0,0.0,Perfil_4
205,F,35.0,Casado,Servidor publico,Sector privado,Iphone 5S,5.0,3.0,Si,31.0,1.0,1.0,0.0,0.0,Perfil_4
210,M,30.0,Soltero,Ingeniero,Sector privado,LG,5.0,3.0,No,31.0,7.0,1.0,1.0,15.0,Perfil_3
237,M,30.0,Soltero,Ingeniero de software,Institucion publica,LG G2,5.0,3.0,No,31.0,1.0,0.0,0.0,30.0,Perfil_3
31,M,30.0,Soltero,Ingeniero de software,Desempleados,Samsung,5.0,3.0,Si,1.0,1.0,1.0,1.0,4.0,Perfil_4
32,F,50.0,Soltero,,Institucion publica,Samsung,5.0,6.0,No,1.0,0.0,7.0,0.0,15.0,Perfil_4
79,M,40.0,Soltero,Ingenieria en computacion,Sector privado,Samsung,5.0,3.0,No,30.0,7.0,15.0,0.0,7.0,Perfil_5
59,M,35.0,Soltero,Analista de informacion,Institucion publica,Iphone 5,0.0,4.0,Si,31.0,30.0,7.0,0.0,31.0,Perfil_1
129,F,35.0,Soltero,Ingenieria en computacion,Sector privado,,5.0,4.0,Si,7.0,7.0,31.0,0.0,0.0,Perfil_3
241,M,35.0,,Desempleados,Sector privado,Iphone 6,5.0,6.0,No,,30.0,7.0,15.0,7.0,Perfil_5
103,M,50.0,Casado,Ingenieria en computacion,Sector privado,Iphone,5.0,3.0,Si,1.0,50.0,1.0,0.0,1.0,Perfil_3
25,M,24.0,Casado,,Sector privado,Samsung Note 4,5.0,3.0,Si,31.0,1.0,1.0,15.0,0.0,Perfil_3
124,M,50.0,Casado,,Institucion publica,SONY XPER?A 75,5.0,4.0,No,31.0,31.0,1.0,0.0,15.0,Perfil_2
223,M,24.0,Casado,Profesor,Sector privado,LeNovo A7000,5.0,3.0,No,50.0,7.0,15.0,0.0,15.0,Perfil_4
142,M,24.0,Casado,Ingeniero de informacion,Institucion publica,Samsung,5.0,0.0,Si,0.0,30.0,0.0,0.0,4.0,Perfil_4
238,F,30.0,Soltero,,Sector privado,LG,5.0,3.0,Si,31.0,1.0,15.0,15.0,7.0,Perfil_2
213,M,35.0,Casado,Profesor,Sector privado,Samsung,5.0,0.0,Si,31.0,0.0,15.0,0.0,31.0,Perfil_2
47,M,30.0,Soltero,Cajero,,Samsung,5.0,4.0,Si,0.0,7.0,15.0,0.0,1.0,Perfil_4
91,F,30.0,Soltero,Ingeniero de software,Sector privado,Samsung Note 5,5.0,3.0,No,1.0,31.0,1.0,0.0,0.0,Perfil_4
98,F,30.0,Soltero,ArtesaNo,Sector privado,Iphone 6,10.0,7.0,Si,50.0,7.0,1.0,0.0,15.0,Perfil_2
12,M,35.0,Soltero,Desempleados,Selfemployed ,Iphone 6s,5.0,3.0,Si,4.0,31.0,0.0,15.0,0.0,Perfil_3
24,M,30.0,Soltero,,,Iphone,5.0,6.0,No,31.0,50.0,0.0,0.0,15.0,Perfil_1
22,M,40.0,Soltero,Analista de informacion,Institucion publica,LeNovo S1 Lite,15.0,3.0,No,31.0,4.0,0.0,15.0,1.0,Perfil_3
150,M,30.0,Soltero,Ingenieria en computacion,Sector privado,Iphone 5S,10.0,6.0,Si,1.0,31.0,1.0,0.0,30.0,Perfil_2
229,M,45.0,Casado,Ingeniero de informacion,Institucion publica,Samsung,5.0,3.0,Si,31.0,50.0,15.0,0.0,0.0,Perfil_1
46,M,45.0,Casado,Servidor publico,Institucion publica,LG,0.0,7.0,Si,50.0,0.0,1.0,0.0,4.0,Perfil_3
191,F,30.0,Casado,Servidor publico,Institucion publica,Samsung,10.0,4.0,No,30.0,1.0,0.0,0.0,15.0,Perfil_1
96,F,30.0,Casado,Ingeniero de software,Institucion publica,Samsung Note 3,5.0,0.0,Si,4.0,30.0,1.0,0.0,0.0,Perfil_4
211,M,30.0,Soltero,Ingenieria en computacion,Sector privado,Iphone ,5.0,6.0,Si,,0.0,0.0,0.0,35.0,Perfil_5
198,M,30.0,Soltero,Ingeniero de informacion,Sector privado,General mobile,,7.0,Si,4.0,31.0,31.0,0.0,31.0,Perfil_2
21,M,50.0,Casado,,Desempleados,Iphone,10.0,5.0,Si,50.0,50.0,0.0,0.0,4.0,Perfil_1
92,F,50.0,Soltero,Ingeniero de informacion,Institucion publica,Samsung Note 4,10.0,6.0,Si,1.0,1.0,1.0,0.0,0.0,Perfil_4
24,,30.0,Casado,AlumNo,Institucion publica,Iphone ,5.0,3.0,Si,31.0,1.0,0.0,0.0,0.0,Perfil_4
106,M,35.0,Casado,Profesor,Sector privado,LG G3,5.0,3.0,Si,1.0,0.0,15.0,15.0,7.0,Perfil_4
155,M,30.0,Casado,Ingeniero de informacion,Institucion publica,Iphone,5.0,0.0,No,31.0,50.0,1.0,0.0,4.0,Perfil_2
116,M,50.0,Casado,Ingeniero de software,Institucion publica,General Mobile,0.0,3.0,Si,0.0,1.0,0.0,0.0,0.0,Perfil_4
12,F,24.0,Casado,Profesor,Institucion publica,,5.0,7.0,Si,50.0,1.0,31.0,0.0,0.0,Perfil_2
6,M,35.0,Soltero,Servidor publico,Institucion publica,Iphone ,10.0,5.0,Si,1.0,1.0,1.0,0.0,35.0,Perfil_0
63,M,30.0,Casado,Profesor,Institucion publica,Samsung,5.0,7.0,No,1.0,7.0,0.0,0.0,1.0,Perfil_4
114,F,40.0,Soltero,Profesor,Sector privado,,5.0,3.0,Si,30.0,31.0,1.0,0.0,15.0,Perfil_2
214,F,30.0,Casado,AlumNo,Sector privado,Nokia E5,5.0,6.0,No,,30.0,1.0,0.0,15.0,Perfil_5
143,,35.0,Soltero,Ingeniero,Sector privado,Iphone,5.0,3.0,No,7.0,50.0,1.0,0.0,0.0,Perfil_3
40,M,50.0,Soltero,Ingeniero de informacion,Institucion publica,Iphone  5S,5.0,3.0,No,0.0,31.0,1.0,0.0,15.0,Perfil_1
44,M,30.0,Casado,,Sector privado,Smartphone,5.0,4.0,Si,7.0,4.0,1.0,0.0,0.0,Perfil_4
97,F,24.0,Soltero,Analista de informacion,Sector privado,Iphone 6S,10.0,3.0,Si,1.0,4.0,15.0,0.0,15.0,Perfil_4
222,F,50.0,Soltero,Ingenieria en computacion,Sector privado,Samsung  A6,5.0,7.0,No,1.0,50.0,1.0,0.0,0.0,Perfil_3
205,M,35.0,Soltero,AlumNo,Sector privado,Samsung Note 3,5.0,3.0,No,,50.0,15.0,15.0,7.0,Perfil_1
163,M,30.0,Casado,adquisitivo,Institucion publica,,5.0,6.0,Si,,30.0,1.0,0.0,31.0,Perfil_5
127,M,24.0,Soltero,Profesor,Institucion publica,Iphone ,10.0,3.0,No,31.0,0.0,0.0,0.0,0.0,Perfil_4
217,F,35.0,Casado,Ingeniero de informacion,Institucion publica,Iphone 5,5.0,6.0,Si,31.0,1.0,31.0,0.0,0.0,Perfil_3
31,,40.0,Soltero,Minero,Sector privado,Samsung Note 4,5.0,0.0,No,0.0,50.0,0.0,,30.0,Perfil_5
207,M,35.0,Casado,Analista de informacion,Sector privado,Galaxy S4,5.0,0.0,No,,7.0,0.0,15.0,7.0,Perfil_5
36,M,30.0,Soltero,Ingeniero,Institucion publica,Asus,5.0,3.0,Si,,4.0,15.0,0.0,30.0,Perfil_5
59,M,30.0,Soltero,Ingeniero de informacion,Desempleados,Samsung,5.0,3.0,No,0.0,31.0,15.0,15.0,15.0,Perfil_2
168,,30.0,Soltero,Ingenieria en computacion,Sector privado,Smartphone,10.0,3.0,Si,31.0,7.0,7.0,0.0,7.0,Perfil_3
44,M,45.0,Casado,Ingeniero de informacion,Sector privado,Reeder,5.0,3.0,Si,1.0,7.0,1.0,0.0,0.0,Perfil_4
44,M,24.0,Soltero,,Sector privado,HTC DES?RE,10.0,3.0,Si,30.0,31.0,,0.0,0.0,Perfil_5
207,M,30.0,Soltero,,Selfemployed ,LG,10.0,4.0,Si,31.0,4.0,1.0,0.0,1.0,Perfil_3
207,M,45.0,Soltero,Profesor,Institucion publica,Iphone 7,5.0,,No,31.0,30.0,1.0,0.0,4.0,Perfil_5
194,M,24.0,,Cajero,Institucion publica,Iphone 7,0.0,3.0,No,0.0,30.0,1.0,15.0,35.0,Perfil_2
87,F,35.0,Soltero,Ingeniero de informacion,Institucion publica,VODEFONE SMART 6,10.0,3.0,No,30.0,50.0,1.0,0.0,1.0,Perfil_2
236,F,35.0,,Ingeniero de informacion,Sector privado,Casper,5.0,3.0,Si,0.0,31.0,0.0,0.0,0.0,Perfil_4
212,F,45.0,Casado,Desempleados,Institucion publica,Samsung Note 5,15.0,7.0,No,7.0,0.0,1.0,0.0,31.0,Perfil_3
177,F,50.0,Casado,Analista de informacion,Sector privado,0,15.0,3.0,Si,7.0,31.0,15.0,0.0,4.0,Perfil_3
171,M,50.0,Soltero,Desempleados,Institucion publica,Samsung,5.0,7.0,Si,,0.0,0.0,15.0,31.0,Perfil_5
76,F,24.0,Soltero,AlumNo,Sector privado,Smartphone,5.0,3.0,Si,1.0,,1.0,0.0,31.0,Perfil_5
58,M,24.0,Soltero,,Sector privado,Samsung,5.0,3.0,No,31.0,30.0,15.0,30.0,0.0,Perfil_1
103,F,45.0,Casado,Profesor,Sector privado,Iphone,10.0,6.0,No,7.0,0.0,0.0,0.0,7.0,Perfil_4
69,F,24.0,Casado,Desempleados,Desempleados,Smartphone,5.0,3.0,No,1.0,7.0,0.0,15.0,1.0,Perfil_4
236,F,24.0,Soltero,Ingeniero de informacion,Desempleados,Samsung S7+,5.0,3.0,Si,4.0,0.0,1.0,0.0,0.0,Perfil_4
110,F,30.0,Casado,Enfermera,Sector privado,Iphone ,5.0,0.0,Si,31.0,7.0,1.0,15.0,1.0,Perfil_3
242,F,45.0,Soltero,Ingeniero de software,Institucion publica,Iphone  5S,5.0,3.0,No,4.0,,1.0,0.0,1.0,Perfil_5
58,F,35.0,,Desempleados,Institucion publica,Samsung,5.0,,No,50.0,31.0,1.0,0.0,1.0,Perfil_5
32,F,24.0,Soltero,Ingenieria en computacion,Sector privado,Samsung,5.0,3.0,No,31.0,7.0,1.0,0.0,7.0,Perfil_3
50,F,45.0,Casado,Ingeniero de informacion,Institucion publica,Samsung,5.0,4.0,No,31.0,1.0,0.0,0.0,7.0,Perfil_4
25,F,24.0,Casado,Profesor,Sector privado,Samsung,5.0,6.0,Si,0.0,30.0,31.0,0.0,15.0,Perfil_2
188,M,50.0,Casado,Desempleados,Sector privado,Iphone ,5.0,7.0,Si,31.0,31.0,1.0,0.0,4.0,Perfil_2
51,F,30.0,Casado,Ingenieria en computacion,Institucion publica,Iphone ,5.0,6.0,No,7.0,7.0,15.0,0.0,0.0,Perfil_4
44,M,40.0,Soltero,Ingeniero de software,Sector privado,Samsung,5.0,0.0,Si,30.0,4.0,1.0,0.0,30.0,Perfil_2
141,M,40.0,Soltero,Servidor publico,Sector privado,Samsung,10.0,3.0,Si,7.0,7.0,1.0,0.0,0.0,Perfil_4
217,F,24.0,Casado,Desempleados,Sector privado,Samsung,15.0,3.0,Si,50.0,1.0,1.0,0.0,15.0,Perfil_2
22,F,45.0,Casado,,Institucion publica,Iphone,10.0,7.0,No,31.0,1.0,0.0,0.0,4.0,Perfil_3
249,M,30.0,,Ingeniero,,Nokia,10.0,3.0,No,31.0,31.0,0.0,1.0,31.0,Perfil_4
4,F,30.0,Soltero,Ingeniero,Institucion publica,Samsung,5.0,0.0,No,31.0,1.0,15.0,0.0,0.0,Perfil_3
114,M,30.0,Casado,Ingeniero de informacion,Selfemployed ,Samsung,10.0,6.0,Si,,31.0,0.0,0.0,0.0,Perfil_5
36,M,35.0,Soltero,Profesor,,Iphone ,10.0,4.0,Si,31.0,31.0,1.0,0.0,7.0,Perfil_2
34,M,35.0,Casado,Servidor publico,Sector privado,Samsung S3,5.0,3.0,Si,0.0,1.0,31.0,0.0,0.0,Perfil_4
33,M,50.0,Soltero,Ingeniero electrico,Institucion publica,Iphone 5,5.0,4.0,Si,,1.0,15.0,0.0,0.0,Perfil_5
196,M,30.0,Soltero,Matematico,Institucion publica,Iphone 5S,10.0,6.0,Si,31.0,0.0,1.0,0.0,0.0,Perfil_4
232,F,30.0,,Ingeniero electronico,Sector privado,0,5.0,6.0,No,30.0,7.0,1.0,0.0,4.0,Perfil_3
62,M,30.0,Soltero,,Sector privado,Android,5.0,7.0,Si,31.0,,1.0,0.0,7.0,Perfil_5
218,F,30.0,Soltero,,,Iphone 6,10.0,3.0,No,1.0,31.0,1.0,0.0,31.0,Perfil_2
95,F,50.0,Casado,Psicologo,Institucion publica,Samsung s3,10.0,4.0,Si,31.0,,1.0,0.0,0.0,Perfil_5
195,F,24.0,Casado,Ingenieria en computacion,Sector privado,Iphone ,5.0,4.0,No,,50.0,1.0,1.0,31.0,Perfil_5
34,M,30.0,Casado,AlumNo,Sector privado,Iphone 6S,5.0,6.0,Si,31.0,7.0,1.0,0.0,4.0,Perfil_1
222,M,35.0,Casado,Ingeniero,Institucion publica,HTC,0.0,6.0,Si,7.0,,31.0,0.0,0.0,Perfil_5
157,F,24.0,Casado,Ingenieria en computacion,Desempleados,Samsung S7+,10.0,7.0,No,50.0,0.0,0.0,0.0,15.0,Perfil_0
203,F,24.0,Casado,Desempleados,Selfemployed ,Iphone 5,5.0,3.0,No,31.0,0.0,1.0,0.0,31.0,Perfil_3
141,M,24.0,Soltero,Ingeniero de software,Desempleados,Samsung j,5.0,0.0,Si,7.0,7.0,0.0,0.0,7.0,Perfil_4
37,M,30.0,Soltero,Ingeniero de informacion,Sector privado,Iphone ,10.0,3.0,Si,31.0,31.0,0.0,0.0,0.0,Perfil_3
149,F,35.0,Casado,Profesor,Sector privado,Iphone 6,5.0,3.0,Si,7.0,1.0,1.0,0.0,15.0,Perfil_1
154,M,40.0,Casado,,Sector privado,LG,15.0,3.0,Si,50.0,30.0,7.0,0.0,0.0,Perfil_1
178,F,30.0,Casado,ArtesaNo,Sector privado,LG G3,5.0,,No,31.0,7.0,31.0,0.0,30.0,Perfil_3
239,M,24.0,Casado,Ingenieria en computacion,Institucion publica,LG G3,10.0,3.0,Si,7.0,7.0,1.0,0.0,7.0,Perfil_4
80,M,35.0,Casado,Servidor publico,Institucion publica,Iphone,5.0,3.0,Si,0.0,0.0,0.0,15.0,7.0,Perfil_4
178,M,40.0,Casado,Profesor,Sector privado,Iphone,5.0,,Si,1.0,0.0,15.0,15.0,1.0,Perfil_5
243,F,35.0,Casado,,Sector privado,SONY Z2,0.0,3.0,No,,7.0,1.0,0.0,31.0,Perfil_5
37,M,30.0,Soltero,,Institucion publica,Iphone 5S,5.0,4.0,No,30.0,50.0,31.0,31.0,0.0,Perfil_0
232,F,35.0,Soltero,Servidor publico,Sector privado,LeNovo S1 Lite,10.0,0.0,No,,0.0,1.0,0.0,1.0,Perfil_5
107,F,35.0,Soltero,ArtesaNo,Desempleados,LG,10.0,0.0,Si,,4.0,0.0,0.0,30.0,Perfil_5
51,F,40.0,Soltero,entrenador,Institucion publica,LG,5.0,3.0,Si,0.0,31.0,1.0,0.0,7.0,Perfil_4
224,F,40.0,Soltero,Ingeniero de software,Institucion publica,ASUS,10.0,3.0,Si,31.0,50.0,15.0,15.0,15.0,Perfil_0
238,F,50.0,Soltero,Ingeniero de software,Institucion publica,Iphone ,15.0,6.0,Si,1.0,0.0,1.0,0.0,31.0,Perfil_3
226,M,30.0,Casado,AlumNo,,LG,10.0,0.0,Si,0.0,31.0,1.0,1.0,7.0,Perfil_4
149,M,35.0,Casado,Ingenieria en computacion,Sector privado,LG G3,10.0,3.0,Si,0.0,7.0,0.0,15.0,15.0,Perfil_4
218,,24.0,Soltero,Ingeniero,Desempleados,Iphone 7,0.0,3.0,Si,0.0,7.0,31.0,0.0,4.0,Perfil_4
40,M,35.0,Soltero,Ingeniero de informacion,Selfemployed ,Iphone,5.0,6.0,Si,31.0,7.0,1.0,0.0,0.0,Perfil_4
187,F,30.0,Soltero,Ingeniero,Selfemployed ,0,5.0,3.0,Si,4.0,50.0,0.0,0.0,0.0,Perfil_3
199,M,45.0,Casado,Ingenieria en computacion,Sector privado,Nokia,5.0,0.0,No,31.0,1.0,1.0,0.0,4.0,Perfil_4
23,M,30.0,Soltero,AlumNo,Sector privado,Iphone  5S,5.0,3.0,No,,0.0,1.0,0.0,15.0,Perfil_5
111,F,40.0,Soltero,Desempleados,Sector privado,Iphone 7,,3.0,Si,30.0,7.0,15.0,31.0,15.0,Perfil_5
211,M,24.0,Soltero,Desempleados,Sector privado,Samsung,10.0,3.0,No,,4.0,0.0,0.0,7.0,Perfil_0
118,M,24.0,Soltero,Profesor,Desempleados,LG,5.0,3.0,No,0.0,4.0,1.0,0.0,7.0,Perfil_4
101,M,35.0,Casado,Ingenieria en computacion,Sector privado,Samsung j,0.0,,No,0.0,1.0,0.0,0.0,0.0,Perfil_5
168,M,35.0,Soltero,Profesor,Institucion publica,Iphone ,5.0,3.0,Si,50.0,0.0,15.0,0.0,4.0,Perfil_2
33,M,24.0,Casado,Ingeniero de informacion,Institucion publica,SAMSUNG S6,5.0,3.0,No,0.0,50.0,0.0,15.0,7.0,Perfil_2
89,F,35.0,Casado,Psicologo,Institucion publica,Sony,5.0,6.0,Si,4.0,7.0,0.0,30.0,0.0,Perfil_3
4,F,24.0,Casado,Profesor,Sector privado,Samsung Note 4,5.0,,Si,0.0,7.0,1.0,,15.0,Perfil_5
234,M,35.0,Casado,,Sector privado,Iphone 7,5.0,0.0,Si,7.0,0.0,1.0,0.0,4.0,Perfil_4
130,M,35.0,Casado,Ingeniero biomedico,Institucion publica,VODEFONE SMART 6,5.0,,No,31.0,30.0,1.0,0.0,15.0,Perfil_0
41,F,35.0,Casado,Retirado,Sector privado,LG V10,0.0,0.0,Si,7.0,30.0,1.0,15.0,4.0,Perfil_3
200,M,24.0,Casado,Trabajador,Institucion publica,LeNovo A7000,5.0,0.0,Si,31.0,31.0,1.0,0.0,1.0,Perfil_3
46,F,35.0,Casado,Profesor,Sector privado,SONY Z2,10.0,6.0,No,31.0,31.0,15.0,0.0,31.0,Perfil_1
54,F,35.0,Soltero,,Sector privado,Iphone ,10.0,4.0,Si,31.0,7.0,1.0,1.0,4.0,Perfil_3
84,F,40.0,Casado,,Institucion publica,Samsung Note 4,5.0,0.0,Si,31.0,31.0,1.0,0.0,7.0,Perfil_4
85,M,45.0,Soltero,Ingeniero de software,Sector privado,Samsung,10.0,7.0,Si,,30.0,1.0,0.0,,Perfil_5
220,F,50.0,Soltero,adquisitivo,Sector privado,Samsung AT,10.0,3.0,Si,50.0,,31.0,1.0,15.0,Perfil_3
226,F,45.0,Casado,Ingeniero,Desempleados,Iphone 7,0.0,0.0,Si,,4.0,0.0,0.0,0.0,Perfil_5
212,M,35.0,Soltero,AlumNo,Sector privado,Iphone 6,5.0,0.0,No,,7.0,0.0,15.0,7.0,Perfil_5
140,F,24.0,Soltero,Servidor publico,Institucion publica,Iphone ,15.0,3.0,Si,1.0,7.0,1.0,0.0,0.0,Perfil_4
225,M,35.0,Soltero,Analista de informacion,Sector privado,Iphone 5S,5.0,7.0,Si,1.0,0.0,0.0,0.0,30.0,Perfil_4
113,M,35.0,Casado,AlumNo,Sector privado,Iphone 5,5.0,0.0,No,,7.0,0.0,0.0,0.0,Perfil_5
27,M,45.0,Casado,Servidor publico,Sector privado,Iphone,5.0,7.0,No,1.0,0.0,1.0,0.0,0.0,Perfil_4
148,F,24.0,Casado,Servidor publico,Sector privado,Iphone ,5.0,4.0,Si,7.0,4.0,0.0,0.0,0.0,Perfil_4
